"","SRR1275356","SRR1274090","SRR1275251","SRR1275287","SRR1275364","SRR1275269","SRR1275263","SRR1275242","SRR1275338","SRR1274117","SRR1274089","SRR1275248","SRR1275345","SRR1274125","SRR1275270","SRR1275300","SRR1275294","SRR1274122","SRR1275299","SRR1275277","SRR1275370","SRR1275293","SRR1274128","SRR1275348","SRR1275245","SRR1274084","SRR1275335","SRR1275342","SRR1275363","SRR1275280","SRR1275264","SRR1275369","SRR1274131","SRR1275351","SRR1275256","SRR1275252","SRR1275355","SRR1275258","SRR1275260","SRR1275367","SRR1275284","SRR1275346","SRR1274114","SRR1275241","SRR1275279","SRR1275297","SRR1275273","SRR1274126","SRR1275290","SRR1275274","SRR1274121","SRR1275341","SRR1275336","SRR1274119","SRR1274087","SRR1274113","SRR1275246","SRR1274132","SRR1275267","SRR1275289","SRR1275283","SRR1275360","SRR1275255","SRR1275358","SRR1275352","SRR1274130","SRR1275265","SRR1275368","SRR1275281","SRR1275362","SRR1275257","SRR1275350","SRR1274129","SRR1275292","SRR1275371","SRR1275298","SRR1275276","SRR1274123","SRR1275343","SRR1275334","SRR1274085","SRR1274111","SRR1275349","SRR1275244","SRR1275249","SRR1275344","SRR1274088","SRR1274116","SRR1275243","SRR1275339","SRR1275301","SRR1275295","SRR1275271","SRR1274124","SRR1275250","SRR1275357","SRR1275262","SRR1275365","SRR1275286","SRR1275268","SRR1275361","SRR1275282","SRR1275266","SRR1275288","SRR1274133","SRR1275353","SRR1275254","SRR1275359","SRR1274120","SRR1275275","SRR1275291","SRR1275247","SRR1274086","SRR1274112","SRR1274118","SRR1275337","SRR1275340","SRR1274115","SRR1275347","SRR1274127","SRR1275272","SRR1275278","SRR1275302","SRR1275296","SRR1275354","SRR1275259","SRR1275253","SRR1275285","SRR1275366","SRR1275261"
"CCDC181",0,0,0,30,0,26,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,96,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,20,4,0,0,0,0,0,0,0,0,2106,129,0,0,0,0,168,0,120,0,0,0,0,1,5,0,0,27,0,0,0,0,4,0,5,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,2,77,2,0,58,0,21,0,0,0,0,0,0,0,360,0,13,0,0,0,0,1,0,0,1,0,0
"CCDC186",0,0,0,0,0,1588,0,0,0,0,1,35,21,0,49,0,0,0,0,129,0,0,0,1,0,0,0,594,4,1,0,0,0,47,0,0,0,0,1,32,0,0,0,0,13,1,0,1,0,0,0,0,0,14,3,0,0,0,796,0,42,2045,1,13,16,0,0,0,152,117,8,1858,0,0,0,0,0,33,13,0,23,0,0,0,796,631,0,0,0,0,5409,0,0,1,31,0,0,0,5,44,39,1,0,0,1,1,0,1,0,0,5,1111,0,0,1,0,0,8,0,0,0,2,334,0,0,0,0,295,1238,0
"CCDC23",0,5,3695,0,0,0,0,0,0,11,291,0,0,377,0,1,24,5,36,230,0,1119,4,0,4,3,0,207,0,0,0,3,33,0,0,162,0,0,19,0,2,0,0,1,0,39,528,3,0,20,275,68,0,169,101,5,0,0,0,0,21,420,0,15,11,0,0,84,267,2,0,0,12,2,0,1,0,339,3,0,138,40,0,0,0,0,2,0,1,0,0,355,317,6,0,0,0,0,2,0,12,1,0,0,98,0,0,0,2,34,59,0,2,1,0,0,2033,121,0,215,6,5,0,5,0,366,0,163,13,1
"CCDC25",0,0,0,3077,0,140,0,2,0,129,12,0,0,0,6,0,0,4,0,69,0,0,13,0,1562,0,0,0,0,9,0,0,522,0,0,0,0,0,0,0,3,0,1,19,309,3,31,0,0,2,198,0,0,11,50,78,70,6,30,36,146,0,0,3,161,0,0,0,0,1,0,15,1,1,0,0,0,162,0,0,56,683,0,0,0,0,1,18,13,0,77,0,0,2,0,0,0,0,0,1,0,0,0,80,23,6,0,0,0,0,53,0,3,11,2,0,0,828,0,1004,0,1,0,0,0,0,1,0,102,0
"CCDC28A",0,0,0,0,0,0,0,0,0,3,0,4,40,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,11,0,0,0,7,0,0,0,0,0,0,0,0,1017,736,0,0,27,0,0,0,75,1,1,0,0,41,0,1,0,0,1,0,1,0,4,0,0,0,1,3,0,0,37,3,0,0,0,21,147,0,0,0,957,0,0,0,0,1,0,0,0,0,0,54,0,6,2,0,0,0,0,51,0,56,0,2,205,0,100,2,3,0,0,0,6,0,0,0,0,0,0,340,0,1210,192,0,1227
"CCDC28B",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,160,0,0,0,0,0,0,0,10,0,2,0,0,208,0,18,0,0,15,0,0,0,133,0,1,174,67,1,0,15,0,0,0,0,0,19,0,0,5,42,387,30,0,303,0,1,0,9,0,184,0,318,0,59,0,0,1,0,0,1,0,5,0,0,0,40,0,0,5,0,0,0,0,1,0,1,0,0,0,3,4,0,10,4,0,0,0,3,0,0,2,60,0,0,0,0,0,0,168,2,0,0,6,0,0,13,1,35,291,0,0
"CCDC3",0,0,0,0,0,22,0,0,0,0,0,0,0,0,2,0,0,0,1,0,948,0,0,0,0,0,80,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,29,0,0,0,0,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0
"CCDC30",0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,32,0,0,1536,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,29,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,1,0,0,8,0,0,0,8,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,103,95,0,0,0,0,0,0,6,0,3,0,0,0,0,5,433,0,86,1,0
"CCDC34",0,0,0,0,0,0,0,36,0,7,9,0,0,429,0,0,0,1,3,0,0,0,15,0,0,1,0,9,0,0,0,0,141,46,0,0,0,0,0,0,2,0,0,587,0,0,0,3,0,0,103,0,0,9,0,0,0,1,0,0,60,1,0,0,0,0,0,0,0,0,0,1605,0,1,0,0,0,387,0,0,246,7,0,0,0,0,0,12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,3,24,0,4,0,0,0,0,561,0,727,0,0,0,0,0,0,0,0,0,0
"CCDC39",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,31,0,0,0,0,0,0,0,0,0,0,0,996,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1212,54,0,0,30,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC43",2549,0,0,383,0,228,0,0,0,0,0,4,0,1,12,0,0,0,10,125,190,0,0,0,0,0,0,0,0,3,0,0,56,50,0,0,5,0,0,0,7,1,0,0,34,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,288,0,0,0,0,0,0,0,30,1,0,1599,0,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,112,0,0,0,113,0,0,0,0,0,0,0,10,59,0,0,0,5,1,0,162,0,0,0,0,18,0,0,0,0,3,0,5,189,0,0,0,0,0
"CCDC47",0,32,11438,0,299,166,554,2,0,75,1587,84,0,393,7,0,0,0,1,1,1,0,0,127,0,1,0,56,0,4,20,0,3,1,27,562,66,0,0,0,0,5,0,6,110,0,296,3,0,13,17,0,4,2288,0,0,0,0,0,0,0,0,620,2038,44,0,0,0,0,0,1,25,44,9,0,0,0,270,1,0,7,284,5,0,6,2,0,0,0,0,0,0,421,5,1,0,0,10,0,0,0,0,0,0,86,2,0,55,49,0,361,1746,0,6,0,0,0,3,0,0,15,0,0,0,2606,1,1,0,0,0
"CCDC50",0,1,0,39,90,96,1270,0,0,221,55,0,22,160,2,0,0,1,0,0,0,3,6,0,922,5,0,401,0,11,48,0,1,0,0,0,12,0,0,17,9,0,9,0,500,352,1328,1,107,46,33,0,0,0,4269,360,32,0,3201,3825,221,142,0,0,0,10,0,0,10,0,7,2,728,0,0,8,7,16,8,0,776,23,0,0,0,660,87,0,0,0,1289,0,0,0,0,0,0,4,4,127,3,0,0,2,122,0,0,0,0,282,0,28,10,0,3,0,0,0,0,232,0,0,50,0,477,2,0,118,502,2
"CCDC51",0,0,0,0,0,1785,320,0,0,0,0,0,0,0,95,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,1,0,0,0,0,1,1998,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"CCDC53",821,19,2659,8,0,901,3,102,4964,3,900,0,19,519,43,11,5,0,618,49,0,91,0,138,0,0,0,169,0,8,0,0,5,0,7,119,0,0,154,1,2,50,1,2187,390,18,0,12,0,0,1,0,1,0,110,16,0,0,608,1,77,0,167,0,2,0,95,0,13,0,1,0,0,2,0,1,0,30,6,0,21,4,8,6,0,558,1,0,128,184,0,135,31,0,0,24,17,0,5,29,0,0,8,0,7,0,0,0,0,0,52,0,0,0,0,1,0,1,1,2,3,1,0,2,1,1962,0,276,58,313
"CCDC57",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,27,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1978,0
"CCDC58",0,0,192,45,0,9,41,0,0,19,2,0,0,4,0,0,0,1,0,1,0,78,0,4,1,0,0,0,0,0,1,0,11,0,0,10,0,0,0,0,1,0,0,0,0,3,11,0,0,0,74,0,0,97,34,0,1,0,1,0,25,0,0,0,35,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,72,2,0,0,0,0,1,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,6,4,1,3,0,0,0,0,0,5,0,7,0,0,0,1,0,5,0,1,0,2
"CCDC59",0,0,0,5,0,535,0,0,0,36,5,0,0,108,19,3,0,0,29,8,179,0,0,0,1,1,0,1163,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,12,28,82,0,0,0,0,57,0,0,4,290,0,0,0,145,274,0,0,29,0,7,0,0,248,33,0,118,479,0,0,0,2,1,0,0,0,9,40,38,4,0,0,88,0,0,0,0,6,0,1,33,5,0,0,0,0,0,0,3,6,1,0,0,137,0,0,1,0,0,0,0,0,8,1,0,1836
"CCDC6",0,12,0,1,0,17,0,0,0,1,565,0,0,0,0,3,0,0,68,0,0,0,0,50,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,3,0,49,182,0,6,0,0,0,17,0,0,192,2044,0,0,0,0,1,613,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,517,798,0,0,0,0,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,12,1,5,15,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,2
"CCDC66",0,4,1,0,1362,247,1,0,0,6,97,0,0,312,11,0,7,0,0,26,0,187,27,1,0,0,5,25,0,27,0,0,820,0,0,0,0,158,0,0,2,19,0,0,1200,183,0,9,0,0,28,0,0,1707,693,3,0,5,1,0,21,4882,0,0,828,0,36,0,0,1,3664,0,2,7,0,5,5,97,0,155,3,1,0,11,0,0,16,15,271,0,0,11,766,3,0,0,0,50,0,0,117,0,4,0,3,21,0,0,32,222,377,12,0,0,0,0,0,824,0,1286,20,0,0,0,0,0,0,0,0,0
"CCDC7",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1129,0,0,32,0,0,0,0,1,0,26,0,0,0,305,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
"CCDC71L",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,283,0,0,2,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,150,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,36,1,338,0,0,0,0,0,0,0,0,6,0,0,42,0,0,0,0,80,0,0,0,0,0,0,0,46,0,172,9,7,6,0,0,0,0,0,0,0
"CCDC74A",0,4,0,0,0,0,0,0,0,0,419,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,128,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC74B",0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,351,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC77",0,0,0,16,0,0,0,0,0,458,0,9,0,678,0,0,0,17,10,86,0,0,0,0,0,5,0,0,126,17,0,0,138,0,0,0,0,0,0,0,1,0,1,0,642,0,0,13,1,0,634,1,0,132,0,18,0,1,0,0,227,0,0,0,0,0,0,0,4,3476,0,0,1,0,0,0,1,118,0,2,6,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,198,0,0,0,1,27,0,234,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC82",0,2,0,4,899,824,2,0,0,2,97,12,0,497,24,0,17,0,1,1051,3485,623,0,28,0,0,34,0,10,10,0,6,5,5,0,0,0,0,0,23,3,63,11,1,424,0,5,7,0,0,0,0,0,0,0,488,0,0,751,2,417,0,0,0,120,0,434,83,303,263,0,93,0,5,105,0,5,3,0,776,229,27,0,12,882,0,0,0,471,0,2,190,1348,0,22,0,4,32,3,35,0,8,64,0,17,3,84,0,0,245,233,366,5,0,0,0,0,3,1,36,28,26,0,0,1,0,1673,112,840,138
"CCDC85C",0,0,0,0,0,0,0,2,0,305,0,0,7,132,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,21,0,0,0,0,8,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,49,1,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,152,0,0,0,0,0,0,0,2,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"CCDC88A",5383,12,30,572,2411,954,60,102,1924,922,553,24,14,341,30,0,0,7,2,858,4596,1,28,628,2012,20,90,2605,57,14,2,31,127,2,68,0,231,156,1,1,12,2661,15,2445,629,828,73,8,104,1,349,78,21510,40,17,803,88,1,1552,4308,551,518,1698,7285,6,39,160,778,807,1733,3908,72,1740,46,135,23,27,568,58,2114,11,639,38,12,854,541,1,22,343,73,7091,68,529,10,29,196,0,92,2,82,9,18,27,14,802,0,341,157,1,1105,1840,737,0,14,23,948,2801,1082,58,1768,12,16,342,1,8025,5,8499,121,97,3
"CCDC88C",3,1,89,12,0,306,380,488,0,6,2,1,0,74,10,0,0,0,0,1,0,0,0,0,722,0,22,0,0,1,14,0,0,65,0,5,0,0,0,0,0,518,0,10200,5,0,1,2,0,0,1,0,10797,7,74,0,28,0,4,0,51,0,0,0,555,0,2,0,16,0,0,1853,32,0,0,0,0,0,0,329,0,0,0,0,104,0,1,1,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,46,0,0,0,551,8,10,17,0,0,0,0,0,0,1,0,0,0,0
"CCDC90B",299,4,39,4,47,15,1832,140,0,258,387,0,0,498,0,1,5,0,35,107,54,286,66,59,1,6,4,0,0,32,90,0,1034,0,114,2,0,33,0,0,7,1176,0,3114,1059,1862,184,12,0,7,1,0,1,12,969,0,0,10,1,1,264,38,2769,0,2,23,0,0,1139,0,992,0,1391,7,3,65,8,912,0,77,514,4016,0,30,574,0,15,24,500,0,2,113,953,20,20,10,0,3,28,0,0,33,0,0,139,0,0,0,0,420,240,0,9,67,3,0,0,1049,26,3722,24,2,2,3,0,1,4,1281,0,0
"CCDC91",0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,4,0,0,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,2,0,0,0,391,15,0,0,0,0,0,0,2,0,10,1406,0,0,0,10,0,0,1,0,0,0,689,1,52,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,217,0,0,0,0,0,0,0,41,0,0,0,83,0,13,0,0,0,13,264,0,0,0,0,244,358,0,0,4,0,0,0,8,0,467,0,0,0
"CCDC93",3,13,2,11,0,137,0,0,0,24,675,0,18,13,8,0,0,0,1,0,0,0,15,35,1974,6,0,0,0,0,0,202,46,0,1,0,27,32,61,0,0,0,14,0,5,1,9,1,0,0,1,0,1289,1,1,722,98,2,402,16,1,2,0,0,2,0,0,5509,18,1,605,0,0,0,0,0,0,1,0,0,20,844,4,0,0,491,0,0,0,0,1,0,3,0,0,0,0,0,1,18,0,2,0,1,198,0,0,0,0,2,3,7,0,22,0,74,5,4,0,610,1,0,0,0,845,699,0,35,0,0
"CCDC97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,229,0,0,0,0,0,0,0,15,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0
"CCM2",0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,34,0,0,0,0,0,122,0,0,4,0,0,0,8,0,0,0,0,1,0,0,6,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
"CCNA2",0,0,0,0,0,792,0,0,0,1114,13,0,0,23,33,0,0,7,0,0,0,0,11,0,0,0,0,0,49,0,0,0,153,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,257,0,0,3,20,688,0,2,0,0,1,1,0,0,4,0,0,0,0,1793,0,2,0,0,0,0,20,0,0,0,368,2,0,18,0,0,0,4,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,831,0,0,8,0,27,0,0,412,0,686,0,0,0,0,0,0,0,0,0,0
"CCNB1",0,1,0,1,0,3715,2,1,0,1367,40,0,44,2139,165,0,10,48,0,0,0,344,75,1,0,80,0,0,270,0,0,0,1014,0,0,0,0,0,0,0,13,118,52,84,3,0,4,31,0,0,1980,0,0,790,2533,2694,0,17,1,4,501,0,0,1,0,25,0,0,1,8548,0,0,1280,3,0,0,4,9988,0,0,3601,2889,0,0,0,1295,47,0,0,0,927,1,0,200,0,0,0,0,0,0,0,0,0,0,4174,0,0,0,19,78,170,0,75,60,29,0,0,2,5,5444,1,0,53,0,0,0,0,0,0,0
"CCNB1IP1",0,14,0,0,0,0,0,0,0,1168,885,0,0,7,0,0,2,32,0,11,0,19,5,0,0,18,32,0,1,23,0,3,87,0,0,0,0,0,0,0,0,0,0,0,792,2377,0,0,0,0,1580,0,0,324,575,68,0,1,0,6,19,7,0,284,1,4,3,0,0,4,0,0,566,0,0,66,0,1489,0,667,40,1631,0,0,0,4,13,40,6,0,0,290,4,26,0,0,0,0,0,0,0,0,1,0,1022,0,0,7,5,0,0,0,0,18,17,0,0,2125,0,342,0,0,0,9,0,0,0,4,0,0
"CCNB2",1,0,0,0,0,1672,1,312,0,1437,0,0,52,2570,61,0,0,38,0,0,1,0,49,0,0,28,0,0,28,0,0,0,1203,0,0,0,0,0,0,0,12,0,52,6569,0,1,1,36,0,0,1914,0,0,3383,2321,3258,0,18,0,0,399,0,0,2,3,0,1,0,0,694,2,0,1,5,0,0,3,4160,0,0,4887,2308,0,0,0,1461,27,16,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,1936,0,0,0,68,122,150,0,91,35,20,0,0,1013,0,3112,0,0,0,0,0,0,0,0,0,0
"CCNC",0,15,0,0,0,0,0,0,0,11,803,0,0,767,0,0,0,2,0,0,0,0,0,76,0,32,2,0,0,0,0,0,738,0,0,0,0,0,0,3,0,6,33,0,0,0,93,9,16,1,27,0,0,42,52,2347,0,5,0,392,0,0,0,0,0,14,0,0,116,0,0,0,1211,12,0,0,0,402,0,40,310,87,6,0,0,52,1,2,0,0,0,110,1,6,0,0,0,0,0,0,0,0,0,0,2036,0,0,0,1,0,414,0,5,2,1,0,0,261,0,3,0,0,0,2,0,0,0,0,28,0
"CCND1",0,0,0,0,0,0,0,0,0,6,0,0,0,128,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,70,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,1,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,1,0
"CCND2",1008,20,1167,5439,821,4384,4521,381,10662,1178,809,46,170,1213,173,206,101,4,7701,1587,1741,4522,12,4336,2629,42,52,4562,837,52,219,260,1356,317,358,32,88,103,694,648,67,23161,45,7782,2679,1405,2723,18,12,76,225,441,3983,304,1340,2582,118,18,3810,532,3120,1889,11353,6331,15928,17,34,7424,1506,27021,2637,10335,926,15,55,30,148,114,108,1206,938,3880,234,313,2013,5427,20,13,7369,467,2754,4413,2610,2,84,44,675,21,54,167,42,32,7,135,2312,445,66,152,4,6661,609,1001,19,78,25,207,12091,542,700,663,76,37,128,101,3436,10355,1267,1917,21549,15847
"CCND3",0,0,0,0,150,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2919,0,0,0,130,0,0,0,0,0,1297,0,0,0,94,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,7,0,10,0,2,0,0,0,38,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCNDBP1",0,2,16,0,6,0,2,0,0,732,102,5,0,0,0,0,0,0,0,0,34,0,0,0,0,11,0,0,0,0,0,0,2085,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,2,0,9467,184,888,0,0,24,1,1,61,0,0,0,0,0,0,0,174,0,0,0,0,0,1,0,0,3,0,0,0,109,0,0,0,0,25,0,0,0,1,0,314,1,0,0,0,1,0,0,0,1,0,0,1229,0,0,0,9,1,0,145,0,3,18,414,0,1,0,0,3,0,0,0,0,0,0,0,0,0
"CCNE2",0,0,0,2886,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,51,1,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,206,0,418,0,2,5153,0,0,0,71,0,0,0,0,0,0,0,0,0,0,85,1,2,0,0,0,172,0,0,0,0,0,0,0,236,0,0,5,0,0,0,0,0,0,2,0,0
"CCNF",0,7,0,1,0,0,0,0,0,70,315,5,4,58,0,0,0,24,0,0,0,0,9,1,0,10,0,0,35,0,0,0,85,0,0,0,0,0,1,0,4,1,5,0,0,0,409,0,0,10,994,0,0,1,22,493,0,1,0,1,62,0,0,0,0,0,0,0,37,1163,0,1,0,10,0,0,2,42,0,0,616,25,0,0,0,116,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,398,0,0,0,0,111,476,41,5,1,2,0,0,1,0,427,0,0,0,0,0,0,0,0,0,0
"CCNG1",0,1,0,1,0,9,5497,0,0,1524,70,36,3,3202,0,0,86,25,0,0,0,3771,48,0,1,26,0,1158,0,0,221,88,1184,0,39,0,0,0,0,0,0,0,34,0,5,0,3205,63,0,72,1101,0,0,4005,1514,2645,0,11,1,0,1,1,1241,2384,780,87,0,3057,0,0,0,0,5680,0,0,0,11,1050,28,0,2012,366,0,0,1,74,20,35,0,0,0,895,656,12,0,0,0,0,2,0,0,0,0,0,1461,21,0,58,80,718,0,676,42,8,19,0,0,2134,0,2888,8,0,0,27,1,0,0,20,0,0
"CCNG2",0,0,3,1,5643,11,1,0,0,0,0,2,0,267,0,0,63,0,40,752,0,2446,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,47,0,5,0,0,12,0,1,3,0,104,0,0,0,52,0,2,0,0,0,21,0,0,1,7,0,0,1474,0,0,1,0,1515,0,0,0,0,0,0,0,0,0,0,0,0,2240,0,0,30,0,0,0,201,4,0,0,0,0,0,0,0,521,0,0,8,20,13,0,0,0,0,0,0,0,31,0,16,114,0,0,0,11851,137,1,1
"CCNH",0,0,0,2,1,0,68,0,309,11,7,12,0,105,0,7,0,0,106,803,0,0,35,215,1,9,0,1000,0,0,1,18,154,4,185,0,0,0,0,0,1,3677,2,3,4,932,7,0,1,0,24,0,0,6,9,24,0,1,0,1,29,116,5223,0,1080,0,72,831,0,33,0,111,0,1,0,29,0,1019,26,0,59,0,10,2,0,0,0,0,34,18,4,5,0,15,0,0,0,0,1,0,3,0,12,0,507,31,0,0,0,0,49,346,3,0,0,0,2,14,118,1693,0,23,0,0,5,0,5,16,0,1
